State,Annual average
CA,390383.33
AZ,232883.33
FL,139600
CO,515075
CA,631908.33
CO,445800
FL,808850
CA,1274375
LA,177850
RI,249983.33
CA,810783.33
UT,325200
OR,333600
WA,236516.67
AZ,213908.33
CA,1190100
FL,195833.33
GA,164166.67
FL,125275
HI,1058200
PA,142450
FL,393808.33
NC,327616.67
FL,197275
VA,178283.33
HI,764008.33
AZ,353825
CA,335725
AL,125516.67
NJ,359800
CA,335566.67
CA,1771800
UT,532958.33
MA,2059158.33
TX,220358.33
AL,81341.67
TX,100408.33
MD,245616.67
MD,221991.67
CA,613291.67
MI,155241.67
WI,139025
NC,167333.33
WI,241125
FL,343333.33
CA,576975
CA,485675
IL,42333.33
TX,380583.33
WA,284250
CA,1375258.33
NY,118141.67
MO,99891.67
NM,191041.67
GA,132525
TX,216741.67
LA,144058.33
FL,320266.67
FL,218583.33
FL,517066.67
CA,1366216.67
MN,266616.67
TX,208158.33
TX,175491.67
DE,239100
IL,85316.67
GA,497275
CA,460400
CA,705433.33
IL,415750
TX,252750
GA,172125
UT,305941.67
CA,558416.67
NC,241700
IL,59858.33
WI,216933.33
NV,345141.67
WA,574950
TX,348400
CA,727133.33
MO,246433.33
IL,494908.33
NJ,247083.33
CA,3116133.33
KY,217575
MD,256566.67
OH,285675
CA,2576608.33
VA,391891.67
IN,136150
CA,194516.67
CA,764433.33
CA,567383.33
FL,132708.33
CA,420341.67
MD,307850
MN,249800
CA,238475
OH,232858.33
CA,601000
IL,237000
NC,149183.33
CA,505633.33
LA,152583.33
FL,143866.67
OH,98466.67
IA,123375
DE,357241.67
NV,394225
CA,931308.33
NY,862041.67
NJ,479841.67
CA,1978808.33
NM,181975
AL,266100
TX,63200
MI,221291.67
NY,293583.33
NY,960133.33
AZ,204525
FL,327783.33
WA,236900
CA,1026066.67
MD,911691.67
MD,331716.67
OR,250533.33
GA,148100
FL,195550
IA,180575
MO,256875
AZ,164575
CO,357491.67
TN,176825
AZ,160133.33
TN,106000
TX,364700
OK,79833.33
CO,370450
MN,245475
NV,308141.67
OR,305291.67
SC,151725
IN,202475
MI,152400
CA,654725
PA,135658.33
VA,224600
AZ,348658.33
FL,227241.67
MO,120608.33
WA,339825
CA,230600
TN,250408.33
NC,168291.67
SC,125600
NY,3025600
IN,190625
WI,248016.67
OK,89325
SC,442566.67
NV,214675
VA,280083.33
GA,129325
MI,143550
TX,257133.33
CA,1037566.67
CA,264316.67
PA,199558.33
TN,76833.33
TX,284158.33
IL,289033.33
MI,101450
WA,500066.67
NV,157358.33
CA,350366.67
KY,121116.67
WA,327508.33
ID,150133.33
NY,820116.67
SC,192541.67
WI,70850
CA,197091.67
NC,321300
FL,350391.67
WI,304658.33
CA,549275
CA,579900
WA,345375
CA,608100
TX,185950
TN,232633.33
NC,92833.33
CA,815275
IA,214916.67
ID,292841.67
TX,176166.67
RI,170916.67
CA,476950
WA,834708.33
DC,1208225
ND,344858.33
KS,221491.67
CA,832483.33
CA,596158.33
IL,415241.67
NY,254208.33
CA,790733.33
CA,800641.67
CA,1243666.67
PA,168658.33
CA,2548583.33
CO,405400
WA,298233.33
PA,251091.67
MA,605508.33
CA,397158.33
CA,786558.33
CA,390441.67
CA,4761775
CA,432708.33
CT,139258.33
CA,523641.67
FL,224550
FL,175641.67
NH,227366.67
IL,209408.33
CA,709875
PA,204000
NE,114958.33
WV,224100
OK,158725
CA,717058.33
CA,981275
ID,183175
NV,234400
NY,159866.67
CA,954358.33
WA,570783.33
NV,254225
CA,1563091.67
MD,210550
OH,118050
CT,172350
NV,281591.67
ND,236791.67
MT,187908.33
GA,372191.67
VA,539550
ND,192825
TN,56583.33
NY,1142941.67
MD,564175
OH,162116.67
TX,329833.33
MO,240266.67
NV,288250
CA,501991.67
TN,298141.67
TX,278425
CA,2674175
MN,354375
OH,336841.67
CA,2819750
MN,153725
AR,137408.33
IN,150700
FL,298666.67
KY,295925
NJ,172458.33
NY,531083.33
WA,385916.67
AR,146441.67
NY,145041.67
TX,64083.33
TX,134491.67
CA,262483.33
CO,319100
HI,884366.67
AZ,245683.33
IN,187400
VA,234750
CA,975050
GA,327475
FL,190258.33
CA,522441.67
AZ,210366.67
PA,157791.67
CA,687725
CA,306791.67
SC,221775
OH,120158.33
IL,442466.67
CA,348150
TX,266908.33
UT,340808.33
IL,282675
KY,149091.67
GA,356333.33
AZ,198916.67
AZ,302250
VA,464833.33
NC,131633.33
PA,370791.67
FL,213483.33
IL,390225
OH,91416.67
NC,196200
AL,187650
NJ,124766.67
CO,777891.67
OR,266433.33
PA,102291.67
GA,159391.67
TX,274433.33
OR,282708.33
TX,210900
VA,638425
NV,228233.33
PA,200783.33
NC,213575
MD,317866.67
FL,215158.33
KY,201050
FL,243750
WA,795208.33
CA,2040533.33
MA,439816.67
NC,119083.33
CO,409108.33
NY,110366.67
MA,512441.67
NY,274558.33
CA,615141.67
MA,328841.67
NH,300408.33
SC,151033.33
FL,475200
OH,271608.33
KS,131050
NY,1031708.33
TN,327775
IN,80925
AR,179483.33
WY,319216.67
UT,232433.33
PA,136383.33
MD,437441.67
AZ,547416.67
PA,93241.67
GA,146925
TX,182858.33
ND,229733.33
AZ,318191.67
HI,667433.33
LA,138458.33
CT,196191.67
OH,107283.33
NC,109458.33
VA,173291.67
FL,407725
MI,119200
CO,215833.33
AK,363516.67
CA,435475
MD,289375
OR,238416.67
CO,393541.67
MI,183950
MT,458341.67
PA,194650
WA,371258.33
VA,251366.67
GA,250200
TX,488483.33
LA,224158.33
GA,124075
MD,386241.67
WA,1091150
WI,198533.33
FL,97925
TX,100283.33
IA,217066.67
TX,509383.33
CA,472325
CA,223166.67
CA,987491.67
CA,285566.67
WA,600900
MA,1892816.67
IL,219733.33
TX,246875
AZ,331275
FL,206541.67
CO,490891.67
IA,206058.33
WA,601350
NJ,121833.33
RI,295050
NY,557375
UT,278783.33
FL,352625
OR,273716.67
VA,302050
CA,448941.67
CO,339658.33
AL,262641.67
NH,229683.33
MT,269308.33
FL,267500
WI,171866.67
NJ,461241.67
UT,392450
IA,93941.67
FL,371041.67
GA,198100
TX,368408.33
MO,162725
AR,126833.33
GA,433350
FL,281808.33
WI,221233.33
OR,257100
TX,173525
MS,180950
DE,192700
CO,366533.33
CO,762391.67
NY,302225
MN,282175
FL,168058.33
NE,174683.33
MO,138300
CO,360791.67
NH,268900
FL,184266.67
MO,301291.67
FL,247516.67
NM,224025
NY,471316.67
OH,117900
IN,140925
NC,261291.67
TX,319941.67
FL,308658.33
IL,372566.67
OH,122383.33
TX,297983.33
WA,289975
PA,166975
TX,129958.33
KS,149133.33
GA,742800
TX,892483.33
MO,180458.33
IN,104016.67
AZ,246525
NC,128166.67
TX,301500
CA,455550
IN,203175
IL,121750
AL,286758.33
GA,107283.33
PA,96925
MT,230600
CA,529350
GA,107900
NJ,258391.67
FL,507016.67
CA,660241.67
NY,374191.67
IL,232350
WA,281700
FL,168591.67
TX,143016.67
OH,71391.67
CA,1245550
CA,211383.33
PA,90991.67
FL,247466.67
TX,287825
CA,573341.67
VA,69650
TX,207683.33
NY,93583.33
IL,577600
NM,114341.67
OR,588033.33
CA,655191.67
MD,258583.33
AZ,158308.33
GA,177158.33
VA,192200
CT,154808.33
MI,219525
SD,173608.33
FL,1714608.33
WI,162266.67
WI,277075
CA,1763266.67
FL,183541.67
MA,232208.33
IL,201091.67
NC,313391.67
OH,99766.67
MA,262800
FL,581733.33
TN,173541.67
FL,171466.67
OR,292066.67
VA,76208.33
OH,166600
TX,389591.67
HI,457883.33
FL,249958.33
CA,968125
SC,319108.33
OH,86408.33
FL,151816.67
WI,279300
NJ,252850
GA,146900
WA,412466.67
CA,296466.67
OH,87991.67
IL,88991.67
OH,186475
TN,217325
OH,216441.67
PA,206825
FL,287291.67
LA,193900
MN,164041.67
CO,282125
GA,381925
MI,138975
CO,586433.33
VA,227875
DE,187541.67
CA,366900
WI,123808.33
FL,428308.33
NY,484650
CO,509675
CA,338566.67
RI,223058.33
FL,340400
NJ,264458.33
NJ,391033.33
IL,342841.67
TX,299966.67
MA,462600
MI,114975
WA,392658.33
FL,425100
NV,417816.67
TN,135958.33
MI,195025
NC,85658.33
PA,62691.67
VA,422250
VA,262000
WA,279191.67
NY,105108.33
SC,124333.33
FL,283208.33
FL,302858.33
TX,331225
TX,116391.67
CA,690158.33
KY,140441.67
CA,262691.67
PA,275158.33
CA,486916.67
WA,371375
IN,298016.67
CA,1684391.67
WV,79091.67
CA,210358.33
FL,144483.33
SC,236150
AZ,187975
NC,279700
FL,802766.67
NV,295291.67
MI,192958.33
WI,216608.33
AZ,235741.67
TX,226375
NC,88116.67
MN,256266.67
IL,63741.67
MD,1192908.33
TX,266216.67
CA,448100
CA,506225
WA,317666.67
PA,170800
CA,1485975
TX,102925
CA,916108.33
TX,237033.33
OR,465991.67
CA,656075
WI,277650
CA,281775
NY,529525
TX,240916.67
KY,334741.67
TX,264825
AZ,190991.67
IL,282358.33
MO,94608.33
CA,522758.33
CA,1215425
NY,214366.67
WA,411600
GA,133200
CA,362841.67
HI,637783.33
FL,310866.67
NC,297483.33
MN,221158.33
NC,237916.67
MI,326216.67
FL,184666.67
IL,391766.67
OK,182491.67
MO,199341.67
NC,504441.67
OH,173475
NJ,264716.67
CO,314308.33
AZ,577833.33
CA,557208.33
CA,2104283.33
FL,212383.33
AR,130075
IA,159241.67
MN,269750
NY,669158.33
CA,527566.67
TN,342975
TX,172433.33
TX,125683.33
FL,272516.67
WA,790100
NV,309366.67
TX,135258.33
PA,165508.33
FL,179158.33
TX,284016.67
TX,213200
NC,396583.33
IN,240091.67
TX,176558.33
TN,95175
IL,69275
FL,270558.33
PA,143458.33
CA,411466.67
WA,384158.33
MD,915700
NV,273433.33
OK,198258.33
GA,118225
OH,176400
AL,364291.67
IN,178866.67
CA,527558.33
SC,170066.67
CA,459058.33
TX,204716.67
LA,175841.67
PA,201133.33
IN,341925
IL,201758.33
ME,288850
TN,134525
MI,206141.67
NC,181875
OH,296550
MN,226125
FL,254391.67
PA,333841.67
NC,145525
FL,255325
AR,129675
NH,305750
FL,377950
RI,224725
WA,268216.67
MI,81675
MO,210691.67
PA,359591.67
CA,1140725
CA,1793141.67
MD,291366.67
IN,119300
CO,371900
DC,784141.67
CA,191616.67
FL,160200
NJ,355291.67
FL,264716.67
MS,152483.33
CA,638358.33
CT,156833.33
TN,130241.67
MS,108358.33
KS,96233.33
TX,154433.33
CA,847850
AZ,366283.33
GA,213750
NC,270866.67
WA,419083.33
NY,901316.67
FL,403833.33
OH,134550
OH,223975
CA,582383.33
MI,134625
CO,466783.33
OK,210758.33
MI,153908.33
CA,494066.67
TX,371658.33
RI,195933.33
MD,244500
FL,173483.33
NY,425358.33
FL,225216.67
RI,246350
CA,231825
TX,323000
CA,948458.33
CA,1586466.67
CA,304250
CA,776658.33
CA,1973050
OR,472750
MD,272541.67
VA,475341.67
MD,330466.67
AR,106650
UT,366716.67
WA,731200
FL,213683.33
TX,311041.67
FL,314700
NJ,364050
SC,117966.67
AZ,358108.33
MD,205266.67
CA,957091.67
CO,339466.67
CA,722566.67
WI,122466.67
IA,85241.67
MI,243208.33
MO,169575
KS,236241.67
TX,440133.33
UT,391700
KY,276775
MI,126933.33
CA,601358.33
GA,156175
CA,689800
IL,71908.33
IA,132825
TX,225250
NH,247433.33
CA,616650
FL,120458.33
WI,160425
AZ,207550
VA,287525
FL,130925
SC,455975
CA,533541.67
IL,193758.33
FL,189966.67
WI,124758.33
CA,677475
CA,789483.33
IL,267241.67
AZ,332616.67
VA,241150
MN,160516.67
TX,713708.33
FL,222850
GA,541391.67
KY,149841.67
FL,142183.33
TN,218725
IN,106766.67
UT,426800
AL,160266.67
NC,377908.33
TN,218166.67
CA,338375
IL,366633.33
IL,369666.67
IL,224658.33
CA,505500
CA,1068366.67
KY,161158.33
NC,178758.33
IL,180483.33
MA,453241.67
CA,665558.33
TN,175275
OR,314133.33
OH,127141.67
NY,527691.67
IL,274308.33
IA,205616.67
AL,131558.33
NJ,537641.67
AL,234058.33
SC,156875
FL,157700
WA,341550
NY,106408.33
SC,190133.33
AR,127100
IL,114225
FL,220650
LA,150191.67
TX,320325
DC,1293808.33
TX,105991.67
PA,356600
TX,310250
FL,817883.33
PA,105225
FL,150191.67
TN,187633.33
GA,610750
MA,659341.67
TX,194758.33
PA,247308.33
AZ,210891.67
FL,166158.33
VA,206141.67
SC,187750
MN,398675
RI,234433.33
IN,99841.67
FL,644658.33
FL,178891.67
MA,417583.33
PA,124441.67
VA,181683.33
TX,146200
UT,241866.67
HI,576933.33
VA,1269883.33
CA,465325
KY,133000
NY,139941.67
CA,384741.67
FL,225091.67
WI,335841.67
GA,224991.67
CA,684083.33
CA,450283.33
CT,232275
NY,173108.33
CA,528408.33
CA,755000
CA,389533.33
PA,138175
CA,535883.33
IL,241908.33
NC,122850
MA,266416.67
WA,252175
MD,209633.33
FL,232750
MO,138108.33
TX,408116.67
MA,190366.67
FL,379708.33
MT,241808.33
CA,813175
CA,358916.67
OH,200350
KY,122008.33
NJ,285066.67
OR,589091.67
NY,189766.67
UT,256941.67
IL,130500
LA,218825
TX,87300
CA,1111933.33
CA,338716.67
CA,342341.67
NE,175025
TX,134233.33
AZ,222733.33
NM,196166.67
CA,547725
NC,120183.33
OH,183266.67
TX,636925
NC,149375
CA,717858.33
CA,3058483.33
CA,478600
CA,348775
MI,213550
TX,189225
MI,116316.67
NV,420225
CA,623041.67
PA,153650
NY,203516.67
MI,234925
CA,404508.33
CA,251258.33
CO,170375
NE,149991.67
NH,256108.33
AZ,305575
FL,182833.33
VA,766216.67
KY,361025
FL,288683.33
TN,138625
GA,408233.33
ND,223341.67
NY,324141.67
MD,138075
CA,395008.33
MD,388891.67
TX,192233.33
FL,219783.33
OH,102800
GA,438325
CA,823333.33
PA,164966.67
IL,119725
GA,433991.67
CA,1265266.67
VA,206300
NC,136958.33
OK,93975
FL,178316.67
FL,178875
GA,60841.67
WI,78458.33
MN,218725
MO,280100
TX,360350
IL,320375
CA,351816.67
FL,116425
IN,185016.67
CA,265775
CA,1540416.67
CA,232908.33
TX,476425
KY,114708.33
AZ,236125
AZ,460566.67
MN,277833.33
TX,398516.67
NE,139016.67
CO,661641.67
CA,235750
IL,273866.67
IL,56958.33
MD,264383.33
SC,76208.33
MN,219525
CA,520008.33
MI,133208.33
HI,804183.33
WA,305116.67
CA,370341.67
FL,378925
TX,85275
CA,678250
VA,231766.67
TX,143308.33
NY,911425
CA,227733.33
SC,202541.67
VT,372083.33
WI,391966.67
IL,198333.33
WA,383366.67
SC,161566.67
KS,147383.33
NY,498191.67
VA,202233.33
CO,258450
WA,282908.33
CA,784675
SC,151358.33
GA,200741.67
CA,1224300
FL,140758.33
TX,395075
SC,287183.33
OR,224416.67
OH,410733.33
FL,252383.33
TX,143775
CA,1059825
VA,120791.67
WA,505866.67
FL,287358.33
IL,174491.67
TX,127991.67
FL,496033.33
CO,258541.67
CO,324441.67
PA,119450
MD,345875
WV,74933.33
TX,187941.67
CA,250750
CA,527000
CA,1234633.33
NJ,215350
MI,283800
FL,249816.67
AZ,382191.67
TX,145083.33
CO,436158.33
OR,312541.67
FL,168175
OH,108650
WA,396191.67
SC,136091.67
MO,121116.67
CA,365641.67
NY,884950
OH,94850
AZ,260875
MI,129666.67
MI,296966.67
IN,136558.33
PA,194991.67
PA,199283.33
LA,143016.67
CO,481091.67
FL,383816.67
FL,173925
IN,152066.67
NY,608791.67
TX,83108.33
MO,148466.67
NV,669341.67
WA,280941.67
ND,242966.67
IL,392933.33
OR,452816.67
OH,196858.33
KY,189316.67
MN,258033.33
FL,183675
MA,1826791.67
FL,261591.67
TN,231716.67
MD,450891.67
IA,72466.67
NE,137600
PA,213016.67
IN,141750
OR,183541.67
MI,294508.33
NC,198133.33
OH,136550
IA,78816.67
FL,217025
MA,475866.67
MA,435483.33
IL,102366.67
CA,697350
FL,141675
NV,205308.33
IN,114800
NE,164091.67
IA,244408.33
CA,571125
KS,356033.33
CA,631200
SC,196708.33
MO,255616.67
FL,300625
NJ,431816.67
OK,142358.33
AZ,336816.67
CA,653066.67
CA,748091.67
IN,132450
IA,131383.33
WI,119283.33
TX,247041.67
WI,189725
IL,139708.33
IL,247400
NC,134250
CA,1614241.67
OK,79550
CA,817708.33
PA,137241.67
AZ,351200
AR,113025
CA,699133.33
NV,304075
DE,208641.67
PA,89191.67
MI,244325
PA,578875
MD,298275
WI,359241.67
VA,231116.67
CA,720125
TX,608600
TX,118666.67
CA,1948200
UT,375208.33
UT,362675
MO,193683.33
PA,320433.33
OH,228091.67
IL,197833.33
CA,428325
NY,239641.67
OH,155416.67
CA,257633.33
TX,321666.67
CO,449891.67
FL,354683.33
OH,112358.33
RI,499008.33
MD,287691.67
AZ,267883.33
LA,220591.67
CA,519716.67
ID,223225
AL,69275
MN,235658.33
TX,123566.67
CA,794016.67
MN,330333.33
IL,66925
LA,93108.33
VA,70958.33
KY,107500
OH,173608.33
CA,632883.33
GA,121100
CA,184441.67
MO,165908.33
MI,125583.33
MN,215133.33
WA,803816.67
WI,354125
OK,111391.67
FL,178525
NE,240158.33
FL,212875
NJ,274016.67
NY,246350
GA,86500
MN,252825
NY,481091.67
CA,889508.33
IL,201091.67
CA,250758.33
OR,378916.67
NJ,338641.67
LA,70116.67
CA,1692950
WV,74991.67
GA,255458.33
OK,127350
OH,174816.67
AK,311600
FL,599516.67
HI,756183.33
CA,647608.33
TX,112258.33
CO,402916.67
FL,425600
WA,1113825
OH,156383.33
FL,255266.67
OR,176600
IA,98550
AZ,431791.67
PA,415775
FL,199150
CA,217458.33
GA,84541.67
WI,142383.33
MO,183533.33
CO,207683.33
SC,139008.33
ID,176316.67
LA,295225
FL,190175
NY,265816.67
SC,294716.67
VA,473300
CA,859875
NC,150500
SC,159783.33
PA,121366.67
IL,276408.33
CA,2269150
NM,237533.33
FL,510875
KY,150150
PA,315600
OH,82100
MA,574275
TX,74233.33
WA,469633.33
CA,964616.67
CO,534633.33
NJ,152850
OR,374383.33
CO,773225
TX,112025
OH,57333.33
RI,245633.33
OR,296608.33
NY,149258.33
MI,114500
CO,297133.33
MD,210158.33
ID,232700
TX,194350
CA,650691.67
CA,716475
FL,324508.33
WI,142791.67
TX,169108.33
CO,117108.33
CT,192816.67
KS,161866.67
NJ,338000
MI,82166.67
MD,256750
FL,128741.67
VA,341050
NC,424050
VA,235533.33
UT,496558.33
MN,188575
TX,233633.33
WA,141591.67
CA,269650
CA,923883.33
VA,153825
NE,170833.33
OH,62233.33
KS,89383.33
MD,246850
FL,195591.67
CA,536808.33
MI,176341.67
GA,211025
TX,543091.67
TX,189366.67
MA,612408.33
MN,204908.33
NJ,238108.33
OH,173658.33
MI,150183.33
NV,275758.33
AR,191625
CO,455050
NY,104616.67
TX,180141.67
NC,421575
MN,345700
FL,187400
MI,238216.67
OR,301758.33
FL,255933.33
VA,542325
OR,305725
PA,129250
PA,272433.33
NJ,308258.33
FL,969466.67
IN,159650
TX,146808.33
FL,312408.33
CA,791125
MD,249908.33
CA,481566.67
MD,125716.67
VA,214008.33
WI,118683.33
MA,363125
IL,264758.33
TX,412883.33
PA,137691.67
FL,205066.67
IL,401350
IL,176783.33
CA,951966.67
TN,169383.33
NJ,321616.67
FL,400683.33
MA,763866.67
KY,157991.67
CA,743083.33
TX,217591.67
FL,357250
FL,171475
NY,177258.33
PA,154575
OH,414241.67
IL,293791.67
OH,121541.67
CA,189408.33
MN,265200
OH,273075
TN,191983.33
TN,156341.67
IN,175541.67
VA,402750
CA,844033.33
NY,290541.67
TN,478400
IA,83508.33
CO,210858.33
NV,322791.67
CO,401308.33
IL,524366.67
OR,223733.33
IL,355675
OK,181491.67
TX,93150
NJ,400175
NH,344175
TN,171483.33
NV,255950
TX,240766.67
GA,55441.67
IL,379866.67
MI,130958.33
IL,308433.33
CA,553225
OH,122466.67
FL,412933.33
CA,531100
SC,122741.67
IN,97950
OH,66316.67
MO,147608.33
NY,885675
CA,361533.33
MD,354591.67
FL,183658.33
CA,966358.33
TN,224900
MN,281841.67
NY,460125
GA,213458.33
NE,197408.33
MD,328883.33
OK,94333.33
CA,671491.67
MI,56041.67
MA,221191.67
MN,219125
OH,112483.33
FL,141983.33
FL,122591.67
CO,427441.67
FL,367375
MI,189725
MN,167825
PA,180866.67
MS,126208.33
KS,152308.33
MI,129366.67
WI,141508.33
CA,314116.67
MS,183383.33
TX,313858.33
WI,146316.67
UT,295841.67
CA,248208.33
IN,112833.33
NY,469333.33
NY,471883.33
NY,132958.33
PA,160600
NJ,417758.33
IN,91975
CA,2957791.67
ID,336350
PA,195400
MA,638200
FL,238566.67
NY,988091.67
MA,351883.33
WI,142333.33
KY,151266.67
TN,158658.33
VA,490133.33
FL,166225
LA,141441.67
GA,788958.33
AR,155641.67
ND,224325
CT,340975
WA,329525
MN,248158.33
TX,593441.67
SD,131491.67
NC,88991.67
VA,517458.33
VA,952091.67
NJ,414991.67
FL,367858.33
TX,805000
FL,362916.67
MI,221900
IL,538950
CO,924466.67
CA,704350
MN,272525
AL,213358.33
WA,503733.33
TN,678600
OH,360308.33
AZ,482416.67
FL,328683.33
PA,93258.33
CA,738933.33
NC,242250
NC,154775
MN,97983.33
GA,54216.67
IN,139075
AR,208733.33
NY,211025
NC,223141.67
FL,251308.33
WA,380800
WI,257275
TX,79933.33
TN,179216.67
VA,121883.33
KS,90525
PA,149775
NV,311558.33
PA,294783.33
PA,126216.67
TX,239241.67
IL,114183.33
CA,704966.67
MA,445158.33
PA,54366.67
NC,266200
OH,104308.33
LA,152591.67
TN,130816.67
WI,166216.67
IL,320275
FL,790833.33
ID,258158.33
CA,1401900
MN,174266.67
CA,359591.67
CA,512325
OH,69483.33
TX,109658.33
MN,254433.33
PA,148158.33
TX,416416.67
CO,243575
TX,178975
CT,132975
HI,1058008.33
OR,414950
UT,300033.33
ME,139466.67
NC,92108.33
TX,186016.67
TX,140716.67
TX,195183.33
NJ,166841.67
FL,109158.33
SC,117566.67
NC,241850
TN,128083.33
TX,273300
FL,166991.67
LA,207308.33
CA,248908.33
NY,1505416.67
NY,455400
WI,232483.33
CO,377958.33
CA,591716.67
OR,474391.67
FL,226325
TX,261850
TX,109250
VA,175341.67
MA,1944358.33
VA,501150
OR,457575
MA,428008.33
RI,218316.67
NY,154483.33
NC,190750
AL,167350
SC,207525
IL,84858.33
IN,117250
WI,214258.33
CA,673558.33
WI,117400
IL,165991.67
GA,127800
TX,141591.67
OK,156500
MI,252916.67
NY,222708.33
MD,357808.33
OH,154425
CA,376125
CA,253116.67
IN,151516.67
NV,268241.67
PA,431600
PA,117875
CA,678208.33
CA,1284075
CA,3169733.33
PA,188050
CA,544025
VA,339241.67
IN,72908.33
IA,229741.67
CA,1199233.33
TN,160266.67
ID,447416.67
MO,210500
TX,410616.67
TN,101166.67
MS,129541.67
MD,243775
WY,239358.33
PA,184458.33
CA,865133.33
MS,99316.67
FL,173800
MN,228158.33
NE,154825
OH,105858.33
AZ,247675
CT,216041.67
TN,97233.33
CA,659525
IL,249025
LA,147991.67
MA,570833.33
MO,171525
WA,319216.67
WI,174900
TX,223233.33
OH,79641.67
KY,178200
NY,184100
NY,538500
TX,266666.67
CO,372083.33
OK,121141.67
CA,229141.67
NJ,275883.33
PA,145466.67
VA,167291.67
SC,63791.67
FL,126650
CO,672666.67
NJ,209183.33
WA,310558.33
CO,995058.33
GA,145191.67
MD,141541.67
LA,153858.33
TX,120350
CA,265641.67
MI,258633.33
TX,105441.67
NV,318641.67
NH,315666.67
WA,867800
KY,97716.67
IA,146450
NY,917308.33
OH,121708.33
TX,180416.67
WI,222091.67
LA,120750
SC,450975
NJ,387491.67
HI,621783.33
FL,177958.33
OK,101375
TX,222825
ID,210350
CA,797041.67
VA,96775
OR,269391.67
MS,124091.67
TX,907733.33
NJ,194533.33
FL,299441.67
CA,897083.33
NJ,293933.33
TX,187575
TX,310633.33
CA,622275
CA,128975
VA,308741.67
CO,234658.33
CA,1239900
CA,285933.33
WA,455666.67
MN,141141.67
WA,242075
FL,453300
WI,366941.67
PA,490200
GA,166891.67
WA,830708.33
NY,107450
NJ,460333.33
VA,496191.67
FL,178516.67
KY,129383.33
TN,108608.33
LA,221683.33
CA,249758.33
CA,393950
TX,134666.67
CA,367441.67
AL,139541.67
LA,141208.33
AZ,242716.67
VA,490733.33
IN,120900
TX,224191.67
PA,330941.67
TX,98508.33
AZ,132791.67
IL,128725
CA,617766.67
OH,123083.33
MN,181875
UT,298158.33
CA,484125
TX,160366.67
MA,277041.67
MA,583275
ME,287508.33
PA,179933.33
CA,972375
MI,115558.33
OR,333425
OR,576050
OR,342158.33
VA,282108.33
CA,1418408.33
NY,419341.67
IN,402925
OK,158691.67
ID,184575
ND,261883.33
PA,229416.67
RI,588250
MD,379350
GA,280841.67
AR,165933.33
SC,187983.33
GA,170891.67
IL,208500
CA,236933.33
MD,411650
NY,108600
MO,153975
FL,208650
PA,146816.67
GA,219741.67
MI,320900
IL,148241.67
AZ,327658.33
OK,63441.67
AZ,144975
TX,204458.33
WA,314375
NC,112116.67
MI,192683.33
SC,140858.33
CA,250300
PA,266333.33
TX,351016.67
MD,266600
FL,169958.33
MN,236025
PA,67008.33
AR,150608.33
FL,286850
NY,120633.33
IL,232841.67
NC,103558.33
CO,394658.33
FL,224841.67
OH,109725
CA,576266.67
MS,139566.67
MA,370441.67
MI,61583.33
CO,729233.33
TX,183083.33
GA,240425
NJ,193166.67
TX,160358.33
AL,142708.33
IL,350008.33
AZ,212816.67
NJ,204358.33
NJ,173700
AZ,223333.33
UT,529600
KS,122900
CA,1021316.67
OR,509858.33
MI,196375
OK,143783.33
NY,498833.33
CA,453266.67
AL,102141.67
IA,125800
OH,193483.33
MO,162641.67
WY,190891.67
PA,353716.67
CT,313608.33
MO,165666.67
MA,384658.33
NJ,334683.33
AZ,224616.67
VA,1088266.67
TX,113591.67
UT,268183.33
AR,177158.33
OK,169000
VA,515375
OK,304166.67
TX,942725
NJ,153000
NC,319616.67
WA,327308.33
TX,67633.33
LA,194941.67
CA,259858.33
MA,611566.67
CA,1565908.33
UT,346058.33
VA,496416.67
TX,451250
MA,475216.67
NJ,629725
OH,190500
CT,250250
MI,264941.67
CA,406583.33
OR,538375
TX,184266.67
CA,1800891.67
FL,233825
CA,440641.67
NC,129691.67
MI,305000
WA,372191.67
CO,380975
CA,269908.33
MI,140958.33
OK,95308.33
MA,243566.67
CA,1333058.33
FL,401875
MN,370133.33
MA,351116.67
UT,260091.67
CA,1096075
LA,162458.33
WA,283550
SC,154491.67
WA,659891.67
CA,1237666.67
IN,244783.33
TX,189883.33
TX,165125
NJ,713050
WA,225400
FL,331091.67
MI,152400
TN,155458.33
MA,511041.67
CA,897658.33
KY,115016.67
RI,214041.67
MD,161058.33
GA,104875
CO,491641.67
FL,180391.67
NY,161675
CO,457550
CO,99091.67
TX,140366.67
CT,164008.33
CA,741191.67
CA,410383.33
NC,459233.33
FL,174000
TX,127100
TX,129316.67
CA,577466.67
PA,211133.33
MN,423683.33
NY,325975
OK,88425
CO,298858.33
KS,240191.67
TN,780600
ID,444950
UT,264108.33
WA,252883.33
NC,138300
OR,593200
MD,278458.33
MN,204075
MI,112683.33
IL,210475
IL,129416.67
TX,164508.33
IL,315208.33
NJ,282891.67
TX,93941.67
TN,78266.67
SC,286991.67
FL,312125
CA,499691.67
CA,591125
IN,121600
VA,305616.67
IA,86691.67
SC,83000
SC,138816.67
TN,177516.67
PA,51758.33
FL,253650
CA,874200
GA,71208.33
FL,495183.33
MI,168433.33
CA,1237583.33
CA,622083.33
FL,183858.33
FL,346725
GA,190608.33
TX,425566.67
AZ,212641.67
KS,175341.67
GA,170550
MI,209083.33
